,text,label
1922,Mariano Díaz er klar for Real Madrid-retur.,Transfer
1923,Real Madrid betaler om lag 235 millioner kroner for å få Mariano Díaz tilbake.,Transfer
1924,"Han fikk sin debut i mars samme år. Men siden da har det blitt lite med spilletid og han har «bare» vært involvert i tolv Dortmund-kamper, for de meste som innbytter på slutten av kamper. I hovedsak har han spilt for andrelaget på fjerde nivå.",Player details
1925,"– Han har hatt null tillit under de siste trenerne. Det har bare blitt mindre og mindre, sier Sundet.",quote
1926,"Dermed har de kun Isak og, om man legger godviljen til, Maximilian Philipp på spissplass. ",Club details
1927," – Nå står de uten spiss, men han har knapt fått spilletid i slutten av sesongoppkjøringen. Jeg ser ikke for meg en framtid for ham i Dortmund slik det ser ut nå, selv om det kan snu fort i fotball, mener Viasat-kommentatoren.",quote
1928,"For i stedet for å satse på den svenske 18-åringen, har de vært på utkikk etter erstattere i form av Paco Alcacér og Moise Kean. Men enda mer talende er kanskje det faktum at han ble utelatt av internkampen Dortmund spilte i Sveits - selv om han ikke var skadet. I stedet ble han henvist til egentrening mens 22 av hans lagkamerater spilte kamp, skriver Aftonbladet. ",irrelevant
1929,Tyske Bild meldte at det var for å vise Isak at han ikke lenger er ønsket i klubben.,irrelevant
1930,"Og totalt i sommerens treningskamper har trenden vært negativ: Han startet tre av de fire første kampene, men de tre siste har han enten vært ubenyttet reserve eller helt ute av kamptroppen. ",irrelevant
1931,"– Det er klart det ser blytungt ut for Isak nå, selv om trener Favre har sagt at han er en ung spiller som trenger mer spilletid for å utvikle seg, sier Sundet.",quote
1932, Viasat-kommentatoren forklarer at han så Isak i aksjon i et par innhopp forrige sesong og at det ikke akkurat viste prov på en storspiller i emning.,irrelevant
1933,"– Det så jo sjanseløst ut. Det var ingen selvtillit der og han var absolutt ikke på rett vei. Han er langt unna å være den Zlatan Ibrahimovic alle spådde han kunne bli, hevder Sundet.",quote
1934,Søndag klokken 18.00 kommer det første håndfaste beviset på om Isak er del av Dortmunds fremtidsplaner. Da skal Dortmund sesongåpne i Bundesliga hjemme mot RB Leipzig. ,irrelevant
1935,"Vi lander på borteseier til 1,60 i odds. Kampen kan du se på TV 2 Sport Premium og spillestopp er 16.55.",Ignore
1936,Real Madrid-trener Julen Lopetegui har skissert sine planer og skal ha lovet rikelig med spilletid for Mariano Díaz.,irrelevant
1937,"Angriperen begynte å spille for Real Madrid i 2011, og gikk da inn på deres U19A-lag. ",Player details
1938,"Senere spilte han på Castilla sammen med Martin Ødegaard, der han i 15/16-sesongen scoret 25 mål. ",Player details
1939,"Det ga ham hans første sjanser på førstelaget, men han håper nok garantert på mer spilletid og flere mål i sitt andre forsøk.",Player details
1940,"Kampen endte med Barcelona-seier, etter at Ousmane Dembélé scoret kampens eneste mål. Den scoringen, og de andre VAR-situasjonene, kan du se i videovinduet under. ",Goal/Assist
1941,Det er nå litt mer enn ett år siden 24-åringen ble hentet for 335 millioner kroner fra Benfica. I Portugal hadde han opparbeidet seg et godt rykte.,Transfer
1942,Enkel seier for Aalesund,Club details
1943,Aalesund utnyttet Jerv-tabber og tok nytt steg mot opprykk til Eliteserien med 3-0-seier på bortebane.,Club details
1944,Det meste av spenningen i Grimstad var over før halvtimen var unnagjort i onsdagens hengekamp.,irrelevant
1945,Vertene var ikke ferdige med tabber mot lederlaget i 1. divisjon. For etter 29 minutter spilte en upresset Mathias Winchmann ballen rett til en Aalesund-spiller rett utenfor egen 16 meter.,irrelevant
1946,Søndag klokken 17.00: Burnley-Manchester United på TV 2 Sport Premium og Sumo!,Ignore
1947,TROMSØ (VG) (Tromsø – Bodø/Glimt 1–2) Martin Bjørnbak (26) ryddet seg vei på ulovlig vis – scoret seiersmålet for Bodø/Glimt – og gjorde krisen enda verre for Tromsø,Goal/Assist
1948,Rafik Zekhnini (20) går på lån fra Fiorentina til den nederlandske klubben FC Twente.,Transfer
1949,Zekhnini klar for Twente,Transfer
1950,Sondre Brunstad Fet rotet ikke bort gavepakken og sendte AaFK opp i 3-0 med en flott avslutning helt oppe i hjørnet bak Øvretveit.,Goal/Assist
1951,Flere mål ble det ikke da Aalesund fikk revansj etter det overraskende hjemmetapet mot Nest-Sotra i helgen. AaFK kontrollerte enkelt inn tre poeng.,irrelevant
1952,"Lars Bohinens mannskap topper 1. divisjon med 46 poeng etter 21 runder. Fire poeng skiller ned til toer Mjøndalen, mens Viking følger på tredjeplass med 40.",Club details
1953,"Jerv, som bare har vunnet én kamp siden 10. juni, innehar 11.-plassen med 26 poeng. Sju poeng skiller ned til kvalifiseringsplass, men sørlendingenes svake form kan fort bety nedrykksnerver utover høsten.",Club details
1954,Salah sendte Liverpool på tabelltopp,Player details
1955,"– Det er en perfekt åpning. De har fått spille inn et lag, og har masse gode spillere på benken. Vi kan ikke dele ut noe seriegull nå, men Liverpool-supporterne har all grunn til å være fornøyd. Liverpool er der de skal være, sier Brede Hangeland etter kampslutt på TV 2. ",quote
1956,"Tidligere på dagen avga Manchester City poeng borte mot nyopprykkede Wolverhampton, dermed lå tabelltoppen åpen for de røde fra Merseyside. ",Club details
1957," – Det resultatet påvirket oss ikke, det er så mye igjen av sesongen. Vi var ikke på vårt beste i dag, men tre poeng er det viktigste, det fikk vi, sier Liverpool-back Andrew Robertson til TV2. ",quote
1958,"Liverpool dominerte fullstendig fra start mot Brighton, og det var fullt fortjent da Mohamed Salah, sendte vertene opp 1–0 på Anfield etter 23 minutter med sin andre scoring for sesongen. ",Goal/Assist
1959,"– Han bruker ikke så mye kraft, han er presis med innsiden av foten, han er i gang, slo TV2-ekspert Erik Thorstvedt fast på direkten. ",quote
1960,"− 33 mål og 11 assist siden starten av forrige sesong, for en spiller, fulgte Brede Hangeland opp. ",quote
1961,"Med to minutter igjen av ordinær tid måtte lagets nye keeper, Alisson Becker, ut i full strek. Keeperen gjorde en matchvinnerredning på headingen fra innbytter Pascal Groß. ",sjanse
1962,"Etter tre kamper har Liverpool ennå til gode å slippe inn mål i ligaen, og keeper Alisson, har ennå til gode å slippe inn mål i Liverpool-drakt. ",Club details
1963,"– Han er selvsagt fornøyd med det, det er også vi fire i forsvar. Holder man nullen er vi halve veien til tre poeng, forklarer venstreback Robertson i intervju med TV2. ",quote
1964,"– Han har noen situasjoner hvor han spiller helt på grensen og på små marginer. Han kommer til å slippe inn mål før eller senere, men han har startet sykt bra, og det har vært et stigma rundt keepere i Liverpool, men foreløpig har det ikke blitt det med Alisson, forklarer Thorstvedt i TV2-studio. ",quote
1965,"Null baklengs har også gitt tre seire. Liverpool topper tabellen med ni poeng, to foran Manchester City og Bournemouth. Søndag kan Chelsea og Watford klatre opp på samme antall poeng om de vinner sine kamper. Mandag møter Tottenham Manchester United på Old Trafford, også de vil stå på ni poeng om de vinner denne runden. ",Club details
1966,Skal spille på nivå to i nederlandsk fotball.,irrelevant
1967,"Klubben rykket ned fra Eredivise fra forrige sesong, så Zekhnini skal nå forsøke å hjelpe klubben opp fra nest høyeste nivå.",Club details
1968,"– Jeg er glad for å være her. Alle kjenner FC Twente, så det er fint å få lov til å spille her, sier han til klubbens nettsider.",quote
1969,Klubben er glad for å ha sikret seg nordmannens tjenester.,Transfer
1970,"– Det er flott at vi kunne hente Rafik Zekhnini, en elegant og rask kantspiller. Han kan spille på begge kantene, og vi var for tynt besatt, sier teknisk direktør Ted van Leeuwen.",quote
1971,Han tror begge parter vil nye godt av samarbeidet.,irrelevant
1972,"– Rafik er en ung spiller med mye erfaring. Han har en flott karakter og er veldig motivert for å komme til Twente. Han ser derfor ut til å passe perfekt i denne gruppen, sier van Leeuwen.",quote
1973,En brukbar sjanse til hvert av lagene. Stort mer var det ikke å glede seg over den første omgangen. Glimts Ulrik Saltnes headet en corner i tverrliggeren etter 20 spilte minutter.,sjanse
1974,Hjemmelaget ville åpenbart sette sitt preg på kampen etter sidebytte. Og de produserte også sjanser. Store sjanser. Mikael Ingebrigtsen klarte på uforklarlig vis å banke ballen utenfor da Jostein Gundersen hadde lagt alt til rette for ham.,sjanse
1975,Men frustrasjonen ble snudd til glede Kent-Are Antonsen sørget for Tromsø-ledelse. Gjermund Åsen la pasningen. Antonsen hamret til i krysset fra 17 meter.,Goal/Assist
1976,Bekrefter at Bendtner er til salgs,Transfer
1977,Spesielt Everton hadde en hektisk avslutning på sommervinduet.,irrelevant
1978,Men europeiske klubber har dårlig tid på seg dersom de skal lokke den danske spissen bort fra Lerkendal.,Transfer
1979,– Er Bendtner til salgs?,quote
1980,"– Vi må nok si han er til salgs, men vi håper ikke han blir solgt, sier Rosenborgs styreleder, Ivar Koteng, til TV 2.",quote
1981,De fleste europeiske ligaenes overgangsvinduer stenger natt til lørdag.,irrelevant
1982,"Det gjelder også den sveitsiske, som Nicklas Bendtner er blitt koblet til.",Transfer
1983,Selv avviser dansken at han lar seg påvirke av spekulasjonene.,irrelevant
1984,"– Nei, slettes ikke. Jeg har sagt det samme hele veien. Det er ikke noe som stresser meg. Det er spekulasjoner, og noe jeg ikke tar så tungt, sier Bendtner til TV 2.",quote
1985,– De som er redd du har spilt din siste kamp for Rosenborg kan puste lettet ut? ,quote
1986,"– Som jeg har sagt, har planen min hele tiden vært å være i Rosenborg. Jeg er glad for å være her og nyter det, svarer han.",quote
1987,Torsdag klokken 20.00: Se Shkëndija-Rosenborg på TV 2 Zebra eller Sumo!,Ignore
1988,"– Markedet er sånn at vi ikke styrer alt, men vi ønsker at han blir hos oss, slår styrelederen fast, før han kommer med en advarsel til klubbene som vil sikre seg Bendtner i løpet av de kommende dagene:",quote
1989,"– Han blir dyr. Men nå tikker minuttene, så snart er den muligheten borte. ",quote
1990,"– For oss er det best ikke å miste noen, men noen ganger er det omstendigheter som gjør at slikt skjer. Hvis det er bra for klubben og spilleren, må du akseptere det som trener, sa Rosenborg-treneren.",quote
1991,"– Det er ikke noe jeg kan tenke for mye på. Jeg tenker på at han er tilgjengelig for oss, fortsatte nederlenderen.",quote
1992,"I dag meldte imidlertid Adresseavisen at
                        interessen fra den sveitsiske klubben har kjølnet. Ifølge danske Ekstrabladet har
                        Rosenborg fortsatt til gode å få inn noen konkrete bud på 30-åringen.",Transfer
1993,TV 2s fotballekspert Jesper Mathisen tror Koteng får beholde Bendtner.,irrelevant
1994,"– Det kan selvfølgelig være det finnes desperate klubber som bare må ha inn en spiss før vinduet stenger, men Rosenborg er ikke en klubb som er tvunget til å selge. De har godt med penger på bok og skal sannsynligvis spille store kamper
                        i Europa denne høsten, argumenterer Mathisen.",quote
1995,"Bendtner, som ble toppscorer forrige sesong, har kun scoret fem mål i Eliteserien. TV 2s fotballekspert mener prestasjonene inneværende sesong kan være det som holder europeiske klubber borte.",Player details
1996,"– Om han hadde levert stabilt på det nivået han har vært på de to siste kampene, tror jeg det hadde vært langt mer interesse. Men det han har levert i 2018, har vært variabelt, konstaterer han.",quote
1997,"– Som venstrekant har han ikke fungert, men som spiss er han i en egen klasse når han har dagen, følger Mathisen opp.",quote
1998,Torsdag klokken 20.00: Se Shkëndija-Rosenborg på TV 2 Zebra eller Sumo! ​,Ignore
1999,Per Ciljan Skjelbred var vraket fra troppen til Hertha lørdag. Vedad Ibisevic scoret seiersmålet i 1. omgang.,Goal/Assist
2000,Se Sørloth åpnet målkontoen i Sportsnyhetene øverst på siden!,Ignore
2001,"Og det var «The hammers» som tok det første stikket. Felipe Anderson og Marko Arnautovic var alene mot fem Arsenal-spillere, spilte vegg flere ganger og satte opp sistnevnte til en god skuddposisjon – fra tyve meter dunket han ballen i hjørnet bak Petr Cech.",Goal/Assist
2002,"Og da Bournemouth-forsvarer Nathan Aké var først på ballen etter et stolpeskudd og styrte inn 2–2, kunne de slippe jubelen fullstendig løs for en mesterlig opphenting. ",Goal/Assist
2003,"Også Huddersfield ble redusert til ti mann i sin kamp mot Cardiff, da Jonathan Hogg fikk sitt andre gule midtveis i den andre omgangen. Det var også det eneste bemerkelsesverdige i en kamp som endte 0–0.",Rodt/gult kort
2004,"Han satt på benken da Harry Maguire dro seg inn i banen og banken inn vinnermålet to minutter på overtid. Først ga Ryan Bertrand vertene ledelsen, før Leicester snudde ved Demarai Gray og så til slutt Maguire.",Goal/Assist
2005,Etter kampen kjempet Mjøndalen-kaptein Christian Gauseth med tårene.,irrelevant
2006,"Vidar Nisja, som spilte åtte sesonger i Viking før han forlot klubben i 2015, spilte en perfekt pasning til målsniken Sanel Kapidzic, som på første berøring kunne bredside ballen i mål til 3–0. ",Goal/Assist
2007,Viking klarte ikke å klarere et frispark inn i boksen og midtstopper Jasmin Bogdanovic kunne uhindret bredside inn 1–0 før ti minutter var spilt.,Goal/Assist
2008,"Nordmannen, som er Real Madrids eiendom, uttalte etter overgangen tidligere i uken, at han hadde hatt gode samtaler med både Slutskij og Vitesses sportssjef før overgangen ble klar.",Transfer
2009,"Overgangen blir, etter alt å dømme, fullført innen kort tid, skriver avisen.",Transfer
2010,Niklas Hauglands agent Stig Lillejord ønsker heller ikke å detaljer om den nært forestående overgangen.,Transfer
2011,Martin Ødegaard starter ikke kampen søndag,Player details
2012,Vitesse-treneren vil ikke slippe Martin Ødegaard til fra start i søndagens kamp mot AZ Alkmaar - men kanskje komme inn underveis.,irrelevant
2013,Manglende kamptrening er grunnen til at Leonid Slutskij dropper Ødegaard i den første matchen siden leie-avtalen med Real Madrid ble klar denne uken.,irrelevant
2014,"Han har vært gjennom en fysisk test som har vært vellykket, og Slutskij antyder i et intervju med klubbens hjemmeside at Ødegaard kan komme innpå i løpet av kampen.",irrelevant
2015,"Martin Ødegaard spilte sist sesong for en annen Æresdivisjonsklubb, Heerenveen. Han er nå leid ut til Vitesse ut sesongen.",Player details
2016,Niklas (16) går til Bielsas opprykksjagende Leeds,Transfer
2017,Stortalentet Niklas Haugland (16) går fra Fana til den engelske storklubben Leeds.,Transfer
2018,"Den tradisjonsrike engelske klubben Leeds ledes av den karismatiske treneren Marcelo Bielsa, og jakter denne sesongen opprykk fra Championship til Premier League.",Club details
2019,"Nå er nordmannen Niklas Haugland på vei til klubben, skriver Bergens Tidende.",Transfer
2020,"– En spennende spiller med et stor potensialSportslig leder i Fana IL, Mads Vik Tvedte, bekrefter 16-åringen er på vei til klubben som foreløpig topper Championship-tabellen etter fem serierunder.",quote
2021,"– Det jeg kan si er at Niklas er en veldig spennende spiller med et stort potensial. Jeg ønsker ikke å gå i detaljer slik saken står nå, men han er definitivt en talentfull spiller med stor offensiv kraft, sier Tvedte til TV 2 Sporten, og legger til:",quote
2022,"– Han har vært på en del referanseopphold i flere storklubber både før og under denne sesongen, og er i søkelyset til flere europeiske storklubber. Og nå senest var han på et opphold i Leeds, konstaterer han.",quote
2023,"– Vi har ingen kommentarer til dette på nåværende tidspunkt, sier spillerens agent Stig Lillejord til Bergens Tidende.",quote
2024,"Har trent med Bayern MünchenHaugland har tidligere gjennomført treningsopphold i klubber som Bayern München, AC Milan og Red Bull Salzburg.",Player details
2025,Nå gjenstår bare formaliteter før unggutten slutter seg til Marcelo Bielsas opprykksjagende Leeds.,Transfer
2026,"Men gleden ble kortvarig, for kun ti minutter senere lå ballen bak Rui Patrício i Wolves-målet. Aymeric Laporte stanget kontant inn utligningen etter et innlegg fra Ilkay Gündogan. Mål nummer 1500 av en franskmann i Premier League, ifølge Opta. ",Goal/Assist
2027,"Dommertrioen, med Martin Atkinson i spissen, godkjente derimot scoringen og Wolves tok ledelsen etter knappe timen spilt. ",Goal/Assist
2028,"– Han skal være mest mulig sentralt i banen, og være mye i kontakt med ballen. Vi har vært i samtaler med trener og sportsdirektør i klubben, og det er en god match med det Real Madrid og Martin selv ønsker, sa Ødegaards agent Bjørn Tore Kvarme til VG.",quote
2029,"AZ Alkmaar tre norske spillere: Fredrik Midtsjø, Jonas Svensson og Bjørn Maars Johnsen.",irrelevant
2030,"– De to lagene har samme offensive filosofi, så det kan bli en severdig kamp for fansen, mener Leonid Slutskij.",quote
2031,AZ Alkmaar vant 3–2 i tilsvarende kamp i fjor.,irrelevant
2032,Neste motstander for Liverpool i Premier League er Leicester på bortebane. Kampen sendes på TV 2 Premium og TV 2 Sumo lørdag fra klokken 13.00.,irrelevant
2033,Lytt til TV 2s podkast her!Se Brede Hangelands og Erik Thorstvedst analyse av Chelsea (fra før Newcastle-kampen) i videovinduet øverst!,Ignore
2034,"Se Premier League på TV 2 Sumo og TV 2 Sport Premium!
",Ignore
2035,"Se Tippekampen Chelsea-Bournemouth lørdag 16.00 på TV 2 Sumo og TV 2 Sport Premium!
",Ignore
2036,"Mest positivt ser det ut for Sheyi Ojo, som ifølge Liverpool Echo nærmer seg en overgang til franske Stade de Reims. Her er det i første omgang snakk om en utlånsavtale. Tidligere har Championship-klubbene Aston Villa og WBA vist interesse for spilleren.",Transfer
2037,"Etter 21 minutter trodde nesten hele Molineux at hjemmelaget hadde tatt ledelsen. Slurv i City-forsvaret ga Wolves en mulighet til å straffe gjestene på en overgang, men Raúl Jiménez var akkurat på feil side av offsidelinjen i det pasningen ble slått og ballen går i mål. ",sjanse
2038,"I det påfølgende angrepet ble Sergio Agüero stoppet av metallet. Han løp seg fri i boksen og avsluttet på første berøring, men stolpen sto i veien for argentineren. ",sjanse
2039,"Fem minutter før pause fikk nevnte Jimenez en brukbar mulighet på bakerste stolpe etter en corner, men avslutningen fra skrått hold skled av foten og gikk utenfor mål. ",sjanse
2040,"Ifølge lokalavisen Liverpool Echo, som følger Liverpools svært tett, har Jürgen Klopp bestemt seg for å kvitte seg med
                        fire spillere før overgangsvinduet for resten av klubbene i Europa stenges på fredag.",Transfer
2041,Klopp vil kvitte seg med fire spillere,Transfer
2042,Etter den gode sesongstarten har Liverpools manager Jürgen Klopp bestemt seg for å trimme stallen.,irrelevant
2043,"De fire det dreier seg om er Lazar Markovic, Sheyi Ojo, Pedro Chirivella og Divock Origi.",irrelevant
2044,"Overgangsvinduet for Premier League-klubbene stengte i begynnelsen av august, så det er ikke mulig for Liverpool og andre engelske klubber å hente inn nye spillere før i januar.",Transfer
2045,Jürgen Klopp har ledet Liverpool til en perfekt start i sesongåpningen. Rødtrøyene fra Anfield vant første kamp 4-0 mot West Ham. Deretter ble Crystal Palace slått 2-0 og Brighton 1-0.,Club details
2046," Se hvordan Manchester United ble ydmyket øverst!

",Ignore
2047,"Ballen ble tilsynelatende reddet på streken, men etter at dommeren hadde konferert med videodommerbua, godkjente han scoringen etter at hele ballen hadde krysset målstreken. ",Goal/Assist
2048,"Scoret på volley​Etter at Serge Gnabry, Sandro Wagner og Arjen Robben hadde fikset 3-0-ledelse for tyskerne, ble Schweinsteiger flyttet fra sin vante midtbaneposisjon og opp til spissplassen. Der fikk han æren
                        av å fastsette sluttresultatet til 4-0 på en strålende utført volley etter 83 minutter.",Goal/Assist
2049,"Tysklands mangeårige landslagskaptein Bastian Schweinsteiger scoret i sin egen avskjedskamp, der han spilte én omgang for Chicago Fire og én for Bayern München.",Goal/Assist
2050,Schweinsteiger scoret i tårevått farvel,Player details
2051,"Dermed var det naturlig at 34-åringens testimonialkamp ble spilt mellom Bayern München og Chicago Fire på Allianz Arena. Schweinsteiger spilte den første omgangen for sin nåværende klubb, før han tydelig berørt ikledde seg den røde
                        Bayern-drakten etter pause.",irrelevant
2052,"Da kampen var over, ble Schweinsteiger utnevnt som det 18. medlemmet i klubbens «hall of fame», sammen med legender som Franz Beckenbauer, Gerd Müller, Sepp Maier, Lothar Matthäus og Philipp Lahm.",Player details
2053,"500 kamperDeretter ble en video spilt av på stadionets storskjermer. Der ble Schweinsteiger hyllet som en «fotballgud» av sine tidligere lagkamerater. Videoen tvang fram tårene hos Schweinsteiger, som også gråt
                        da han forlot banen etter sin 121. og siste kamp for Tyskland for to år siden.",irrelevant
2054,"– Jeg er en av dere, og det vil jeg alltid være. Fortiden min tilhører Bayern München og ingen andre. Uten dere hadde jeg ikke vært her, sa hovedpersonen selv etter kampslutt.",quote
2055,"I løpet av sin karriere i Bayern München spilte Schweinsteiger 500 kamper og scoret 68 mål. Blant de 22 titlene han var med på å vinne, var Champions League-triumfen i 2013.",Player details
2056,"Sørloth skapte kampens første mulighet etter 14 minutters spill da han møtte et innlegg og fikk avsluttet, men skuddet ble blokkert og gikk til corner.",sjanse
2057,"Fem minutter før pause burde Sørloth ha headet inn 1-0 da han fikk gå opp helt fritt på et hjørnespark, men forsøket gikk over.",sjanse
2058,Sørloths første mål sendte Palace videre i Ligacupen,Goal/Assist
2059," ​Se sammendrag i Sportsnyhetene!
",Ignore
2060,VG Live: Følg «Derbylørdag» fra 18.00 her!,Ignore
2061,Swansea - Crystal Palace 0-1,Ignore
2062,Crystal Palace-spissen tok vare på en sjelden mulighet fra start.,irrelevant
2063,Det var Sørloths første mål for Crystal Palace siden han kom i januar.,Player details
2064,"– For spisser er det godt å få den første. Og også i den første starten. Han kom i januar, fikk fire kamper fra start og en feilaktig annullert scoring. Det har sittet lengre inn enn det trengte. Han har vært der i åtte måneder, og
                        det er ganske lang tid selv om han ikke har spilt så mange kamper på den tiden, sier Wikestad. ​",quote
2065,"Christian Benteke har startet sesongens tre første Premier League-kamper, men Sørloth har blitt byttet inn i alle. Nå gir han manager Roy Hodgson noe å tenke på før møtet med Mohamed Elyounoussi og Southampton lørdag.",Player details
2066,– Øker målet muligheten for spilletid i Premier League?,quote
2067,"– Ja, det tror jeg. Og ikke bare fordi han scorer mål, men fordi han får 90 minutter i beina på et høyt nivå. Han var bedre etter pausen enn før, i den andreomgangen skjedde det mye rundt Sørloth. Med den konkurransen som er der, hvor
                        Benteke har mislyktes på alt og også på store muligheter, viser han at han kan sette mulighetene når han får dem. Nå er det et litt reservepreget Swansea, men det er ikke er fryktelig dårlig lag. De var jo i Premier League forrige
                        sesong, sier Wikestad.",quote
2068,"Scoringen i andreomgang ga tydeligvis selvtillit for Sørloth, som ble langt mer involvert i Palaces angrepsspill etter en anonym start på omgangen, der Swansea hadde yppet seg mot Premier League-motstanderen.",Player details
2069,Bersant Celina var for øvrig ikke med i kamptroppen til Swansea.,Player details
2070,"West Ham, som har tapt sine tre første seriekamper, lå lenge under mot ti AFC Wimbledon-spillere, men vendte til 3-1-seier over laget fra nivå tre. Dermed fikk Manuel Pellegrini sin første seier som ""Hammers""-manager.",Club details
2071,"Ved siden av Cardiff og Brighton ble Huddersfield tredje Premier League-lag som røk ut tirsdag. Det skjedde med 0-2 for Stoke, etter at Saido Berahino scoret sitt første mål på to og et halvt år.​",Goal/Assist
2072,Klar for runde to i ligacupen er også Alexander Tettey og Norwich. Nordmannen spilte hele kampen da Premier League-klubben Cardiff ble slått 3-1 på bortebane. Tyske Dennis Srbeny ble dagens mann for Norwich med to scoringer.,Goal/Assist
2073,"Dommer  Bastian Dankert avgjorde at Lewandowski måtte ta straffen på nytt, og denne gangen scoret han sikkert.",Goal/Assist
2074,Viktige bidrag leverte også Stefan Johansen da Fulham sikret avansementet til 2. runde på hjemmebane mot Exeter. Vardøværingen åpnet hjemmelagets forsvar med den målgivende pasningen forut for Aboubakar Kamaras 2-0-scoring.,Goal/Assist
2075," Se avgjørelsen i Sportsnyhetene! ​
",Ignore
2076,"Swansea stilte i likhet med Crystal Palace reservepreget. Waliserne hadde fem debutanter, i tillegg til to spillere som startet for første gang.",Club details
2077,"– Han klarte seg bra. Han var flink til å holde opp ballen, fikk med seg lagkompiser og var smart i mye av det han gjorde. Det var en veldig oppløftende første start for sesongen, sier Wikestad.",quote
2078,"Sørloth var for øvrig som ventet i den norske landslagstroppen som Lars Lagerbäck presenterte tirsdag. Norge skal ut mot Kypros og Bulgaria i TV 2-sendte Nations League i starten av
                        september.",irrelevant
2079,"– Det er bra for landslaget at han viser målform. Joshua King scoret i helgen og har sett bra ut. Johansen var kaptein for Fulham i dag og Moi startet igjen etter at han gjorde det bra i helga. Det lover bra, sier Wikestad.",quote
2080,Premier League-lagene som deltar i Europa kommer først inn i neste runde.,irrelevant
2081,"Samme Kamara sto også bak 1-0-målet. Landslagskaptein Johansen, som kun har fått to innhopp i Premier League-innledningen, spilte hele kampen for Fulham og var svært nær scoring i sluttminuttene.",Goal/Assist
2082,Finnmarkingens gode frispark ble slått i stolpen av Exeter-keeper Christy Pym.,sjanse
2083,"Mohamed Elyounoussi fikk sin første ligakamp fra start for Southampton sist helg, og tirsdag var han igjen med i startoppstillingen da Premier League-kollega Brighton ble slått 1-0 etter en sen scoring av innbytter Charlie Austin.",Player details
2084,Elyounoussi spilte hele kampen for gjestene i sørkystoppgjøret.,Player details
2085,"Joshua King spilte 25 minutter som innbytter Bournemouths 3-0-seier mot MK Dons. Lys Mousset, formsterke Ryan Fraser og Jordon Ibe sto for scoringene.",Player details
2086,På tribunen satt også landslagskeeper Ørjan Nyland da Aston Villa røk ut med 0-1 mot Burton.,irrelevant
2087,Innbytteren fikset Mjøndalen-seier i ellevilt sjumålsdrama,irrelevant
2088,"Sogndal trodde ett poeng var berget på overtid i toppkampen i 1. divisjon mot Mjøndalen, men innbytter Alfred Scriven ville det annerledes og gjorde 4-3.",irrelevant
2089,Enda større ble jubelen da Silva rett etter pause skrudde et frispark fra 20 meter perfekt i krysset til 4–1.,Goal/Assist
2090,I stedet stanget innbytter Scriven inn vinnermålet på overtid av overtiden etter et godt innlegg av Joackim Solberg Olsen.,Goal/Assist
2091,"Med den scoringen overtok Mjøndalen for alvor taktpinnen i kampen. Drøyt halvtimen var spilt da Sondre Solholm Johansen stanget inn 2-1 på et hjørnespark, og fem minutter senere la Joackim Solberg Olsen på til 3-1 med en perle.",Goal/Assist
2092,"Sogndal brukte samtidig bare noen sekunder på å redusere til 2-3 etter Solberg Olsens rakett. Scoringen til Lars Christian Kjemhus var av den litt enklere sorten, men skapte ny spenning.",Goal/Assist
2093,"– Vi jobber knallhardt hver dag, og det er slike øyeblikk vi jobber for hele tiden. Å få se en unggutt avgjøre på denne måten, på den største scenen i 1. divisjon, er bare fantastisk, sa han til Eurosport.",quote
2094,"Seieren betyr at mannskapet til Vegard Hansen kun har Aalesund foran seg på tabellen etter 21 spilte kamper. AaFK er bare poenget foran, riktig nok med én kamp mindre spilt enn serietoeren.",Club details
2095,Viking og Sogndal på plassene deretter følger henholdsvis to og seks poeng bak Mjøndalen. Bruntrøyene har dermed kurs i retning et comeback på øverste nivå i norsk fotball.,Club details
2096,"De første 45 minuttene i Sogndal ble et fyrverkeri av sjeldent merke. Det gikk riktignok 19 minutter før det første målet var et faktum, men deretter kom fulltrefferne nærmest på løpende bånd.",irrelevant
2097,Mjøndalen-vingen fikk fulltreff fra 25 meter og kunne tilfreds se ballen fyke inn i krysset som et prosjektil.,Goal/Assist
2098,Første omgang var et regelrett fyrverkeri på Fosshaugane. Det klarte ikke de siste 45 minuttene å leve opp til. Annen omgang var i stedet relativt innholdsløs fram til langt inn i overtiden.,irrelevant
2099,"Da må de punge ut minst 220 millioner kroner. Samtidig skriver Barcelona på sine nettsider at
                        de har sikret seg retten til å nekte Dortmund å utløse klausulen.",Transfer
2100,"Borussia Dortmund er vant til å ha fremragende måljegere på topp, med Robert Lewandowski og Aubameyang som to av de fremste. Da sistnevnte ble solgt til Arsenal, ble Batshuayi leid inn som erstatter, men han ble i sommer hentet tilbake
                        til Chelsea, som så leide ham ut til Valencia.",Transfer
2101,"Se Champions League-trekningen og prisutdelingen på TV 2 Sportskanalen og TV 2 Sumo torsdag klokken 17.45
",Ignore
2102,Jonas Svensson og Fredrik Midtsjø mener Martin Ødegaard og Vitesse er en perfekt match.,irrelevant
2103,Nordmannen kom imidlertid innpå på et tidspunkt der AZ hadde grep om kampen og jaktet seieren.,irrelevant
2104,Konsekvensen ble at 19-åringen hadde minimalt med ballkontakt og heller måtte bidra defensivt for å bidra til å hale inn det ene poenget for gjestene fra Arnhem.,irrelevant
